,rank,player,age,team_id,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48,year,player_url,player_img
102,9T,Nick Van Exel,23,LAL,1.0,1.0,105,0.010,80,36.8,16.9,2.8,8.3,1.2,0.1,.420,.358,.783,6.4,.104,1995,https://www.basketball-reference.com//players/v/vanexni01.html,https://www.basketball-reference.com/req/202106291/images/players/vanexni01.jpg
103,9T,Walt Williams,24,SAC,1.0,1.0,105,0.010,77,35.6,16.4,4.5,4.1,1.6,0.8,.446,.348,.731,5.1,.089,1995,https://www.basketball-reference.com//players/w/williwa02.html,https://www.basketball-reference.com/req/202106291/images/players/williwa02.jpg
104,1,Gheorghe Mureșan,24,WSB,50.0,50.0,113,0.442,76,29.5,14.5,9.6,0.7,0.7,2.3,.584,.000,.619,8.0,.172,1996,https://www.basketball-reference.com//players/m/muresgh01.html,https://www.basketball-reference.com/req/202106291/images/players/muresgh01.jpg
105,2,George McCloud,28,DAL,23.0,23.0,113,0.204,79,36.0,18.9,4.8,2.7,1.4,0.5,.414,.379,.804,5.8,.098,1996,https://www.basketball-reference.com//players/m/mccloge01.html,https://www.basketball-reference.com/req/202106291/images/players/mccloge01.jpg
106,3T,Terrell Brandon,25,CLE,6.0,6.0,113,0.053,75,34.3,19.3,3.3,6.5,1.8,0.4,.465,.387,.887,12.7,.237,1996,https://www.basketball-reference.com//players/b/brandte01.html,https://www.basketball-reference.com/req/202106291/images/players/brandte01.jpg
107,3T,Danny Ferry,29,CLE,6.0,6.0,113,0.053,82,32.7,13.3,3.8,2.3,0.7,0.5,.459,.394,.769,5.5,.098,1996,https://www.basketball-reference.com//players/f/ferryda01.html,https://www.basketball-reference.com/req/202106291/images/players/ferryda01.jpg
108,5T,Bison Dele,26,LAC,4.0,4.0,113,0.035,65,33.2,15.8,7.6,1.9,1.1,0.8,.543,.167,.734,4.0,.090,1996,https://www.basketball-reference.com//players/d/delebi01.html,https://www.basketball-reference.com/req/202106291/images/players/delebi01.jpg
109,5T,Tracy Murray,24,TOR,4.0,4.0,113,0.035,82,30.0,16.2,4.3,1.6,1.1,0.5,.454,.422,.831,4.9,.096,1996,https://www.basketball-reference.com//players/m/murratr01.html,https://www.basketball-reference.com/req/202106291/images/players/murratr01.jpg
110,7,Elden Campbell,27,LAL,3.0,3.0,113,0.027,82,32.9,13.9,7.6,2.2,1.1,2.6,.503,.000,.713,8.2,.147,1996,https://www.basketball-reference.com//players/c/campbel01.html,https://www.basketball-reference.com/req/202106291/images/players/campbel01.jpg
111,8T,Shawn Bradley,23,TOT,2.0,2.0,113,0.018,79,29.5,11.9,8.1,0.8,0.6,3.6,.443,.250,.687,3.0,.062,1996,https://www.basketball-reference.com//players/b/bradlsh01.html,https://www.basketball-reference.com/req/202106291/images/players/bradlsh01.jpg
112,8T,Chris Childs,28,NJN,2.0,2.0,113,0.018,78,30.9,12.8,3.1,7.0,1.4,0.1,.416,.367,.852,5.8,.115,1996,https://www.basketball-reference.com//players/c/childch01.html,https://www.basketball-reference.com/req/202106291/images/players/childch01.jpg
113,8T,Allan Houston,24,DET,2.0,2.0,113,0.018,82,37.5,19.7,3.7,3.0,0.7,0.2,.453,.427,.823,7.1,.112,1996,https://www.basketball-reference.com//players/h/houstal01.html,https://www.basketball-reference.com/req/202106291/images/players/houstal01.jpg
114,8T,Bobby Phills,26,CLE,2.0,2.0,113,0.018,72,35.1,14.6,3.6,3.8,1.4,0.4,.467,.441,.775,7.1,.136,1996,https://www.basketball-reference.com//players/p/phillbo01.html,https://www.basketball-reference.com/req/202106291/images/players/phillbo01.jpg
115,8T,Dennis Scott,27,ORL,2.0,2.0,113,0.018,82,37.1,17.5,3.8,3.0,1.1,0.4,.440,.425,.820,8.8,.138,1996,https://www.basketball-reference.com//players/s/scottde01.html,https://www.basketball-reference.com/req/202106291/images/players/scottde01.jpg
116,8T,David Wesley,25,BOS,2.0,2.0,113,0.018,82,25.7,12.3,3.2,4.8,1.2,0.1,.459,.426,.753,6.3,.144,1996,https://www.basketball-reference.com//players/w/wesleda01.html,https://www.basketball-reference.com/req/202106291/images/players/wesleda01.jpg
117,14T,Greg Anthony,28,VAN,1.0,1.0,113,0.009,69,30.4,14.0,2.5,6.9,1.7,0.2,.415,.332,.771,4.8,.111,1996,https://www.basketball-reference.com//players/a/anthogr01.html,https://www.basketball-reference.com/req/202106291/images/players/anthogr01.jpg
118,14T,Vinny Del Negro,29,SAS,1.0,1.0,113,0.009,82,33.7,14.5,3.3,3.8,1.0,0.1,.497,.380,.832,8.3,.144,1996,https://www.basketball-reference.com//players/d/delnevi01.html,https://www.basketball-reference.com/req/202106291/images/players/delnevi01.jpg
119,14T,Matt Geiger,26,CHH,1.0,1.0,113,0.009,77,30.5,11.2,8.4,0.8,0.6,0.8,.536,.375,.727,4.3,.088,1996,https://www.basketball-reference.com//players/g/geigema01.html,https://www.basketball-reference.com/req/202106291/images/players/geigema01.jpg
120,14T,Juwan Howard,22,WSB,1.0,1.0,113,0.009,81,40.7,22.1,8.1,4.4,0.8,0.5,.489,.308,.749,5.6,.082,1996,https://www.basketball-reference.com//players/h/howarju01.html,https://www.basketball-reference.com/req/202106291/images/players/howarju01.jpg
121,14T,Jayson Williams,27,NJN,1.0,1.0,113,0.009,80,23.2,9.0,10.0,0.6,0.4,0.7,.423,.286,.592,3.8,.099,1996,https://www.basketball-reference.com//players/w/willija01.html,https://www.basketball-reference.com/req/202106291/images/players/willija01.jpg
122,1,Isaac Austin,27,MIA,41.0,41.0,115,0.357,82,22.9,9.7,5.8,1.2,0.5,0.5,.502,.000,.664,4.0,.102,1997,https://www.basketball-reference.com//players/a/austiis01.html,https://www.basketball-reference.com/req/202106291/images/players/austiis01.jpg
123,2,Doug Christie,26,TOR,17.0,17.0,115,0.148,81,38.6,14.5,5.3,3.9,2.5,0.6,.417,.384,.775,7.0,.107,1997,https://www.basketball-reference.com//players/c/chrisdo01.html,https://www.basketball-reference.com/req/202106291/images/players/chrisdo01.jpg
124,3,Rasheed Wallace,22,POR,13.0,13.0,115,0.113,62,30.5,15.1,6.8,1.2,0.8,1.0,.558,.273,.638,6.4,.163,1997,https://www.basketball-reference.com//players/w/wallara01.html,https://www.basketball-reference.com/req/202106291/images/players/wallara01.jpg
125,4,Voshon Lenard,23,MIA,9.0,9.0,115,0.078,73,28.9,12.3,3.0,2.2,0.7,0.2,.459,.414,.819,6.8,.155,1997,https://www.basketball-reference.com//players/l/lenarvo01.html,https://www.basketball-reference.com/req/202106291/images/players/lenarvo01.jpg
126,5T,Kendall Gill,28,NJN,7.0,7.0,115,0.061,82,39.0,21.8,6.1,4.0,1.9,0.6,.443,.336,.797,8.8,.132,1997,https://www.basketball-reference.com//players/g/gillke01.html,https://www.basketball-reference.com/req/202106291/images/players/gillke01.jpg
127,5T,Glen Rice,29,CHH,7.0,7.0,115,0.061,79,42.6,26.8,4.0,2.0,0.9,0.3,.477,.470,.867,10.8,.154,1997,https://www.basketball-reference.com//players/r/ricegl01.html,https://www.basketball-reference.com/req/202106291/images/players/ricegl01.jpg
128,7,Lindsey Hunter,26,DET,5.0,5.0,115,0.043,82,36.9,14.2,2.8,1.9,1.6,0.3,.404,.355,.778,6.4,.101,1997,https://www.basketball-reference.com//players/h/hunteli01.html,https://www.basketball-reference.com/req/202106291/images/players/hunteli01.jpg
129,8,Kevin Garnett,20,MIN,4.0,4.0,115,0.035,77,38.9,17.0,8.0,3.1,1.4,2.1,.499,.286,.754,7.3,.116,1997,https://www.basketball-reference.com//players/g/garneke01.html,https://www.basketball-reference.com/req/202106291/images/players/garneke01.jpg
130,9T,LaPhonso Ellis,26,DEN,3.0,3.0,115,0.026,55,36.4,21.9,7.0,2.4,0.8,0.7,.439,.367,.773,3.6,.087,1997,https://www.basketball-reference.com//players/e/ellisla01.html,https://www.basketball-reference.com/req/202106291/images/players/ellisla01.jpg
131,9T,Tom Gugliotta,27,MIN,3.0,3.0,115,0.026,81,38.7,20.6,8.7,4.1,1.6,1.1,.442,.258,.820,6.7,.103,1997,https://www.basketball-reference.com//players/g/guglito01.html,https://www.basketball-reference.com/req/202106291/images/players/guglito01.jpg
132,11,David Wesley,26,BOS,2.0,2.0,115,0.017,74,40.4,16.8,3.6,7.3,2.2,0.2,.468,.360,.781,6.1,.097,1997,https://www.basketball-reference.com//players/w/wesleda01.html,https://www.basketball-reference.com/req/202106291/images/players/wesleda01.jpg
133,12T,Tim Hardaway,30,MIA,1.0,1.0,115,0.009,81,38.7,20.3,3.4,8.6,1.9,0.1,.415,.344,.799,12.9,.198,1997,https://www.basketball-reference.com//players/h/hardati01.html,https://www.basketball-reference.com/req/202106291/images/players/hardati01.jpg
134,12T,Eddie Jones,25,LAL,1.0,1.0,115,0.009,80,37.5,17.2,4.1,3.4,2.4,0.6,.438,.391,.819,9.6,.154,1997,https://www.basketball-reference.com//players/j/jonesed02.html,https://www.basketball-reference.com/req/202106291/images/players/jonesed02.jpg
135,12T,Rony Seikaly,31,ORL,1.0,1.0,115,0.009,74,35.3,17.3,9.5,1.2,0.7,1.4,.507,.000,.714,6.8,.125,1997,https://www.basketball-reference.com//players/s/seikaro01.html,https://www.basketball-reference.com/req/202106291/images/players/seikaro01.jpg
136,12T,Monty Williams,25,SAS,1.0,1.0,115,0.009,65,20.7,9.0,3.2,1.4,0.8,0.8,.509,.000,.645,1.2,.042,1997,https://www.basketball-reference.com//players/w/willimo01.html,https://www.basketball-reference.com/req/202106291/images/players/willimo01.jpg
137,1,Alan Henderson,25,ATL,33.0,33.0,116,0.284,69,29.0,14.3,6.4,1.1,0.6,0.5,.485,.500,.652,6.0,.144,1998,https://www.basketball-reference.com//players/h/hendeal01.html,https://www.basketball-reference.com/req/202106291/images/players/hendeal01.jpg
138,2,Corliss Williamson,24,SAC,25.0,25.0,116,0.216,79,35.7,17.7,5.6,2.9,1.0,0.6,.495,.000,.630,4.4,.076,1998,https://www.basketball-reference.com//players/w/willico02.html,https://www.basketball-reference.com/req/202106291/images/players/willico02.jpg
139,3,Donyell Marshall,24,GSW,24.0,24.0,116,0.207,73,35.8,15.4,8.6,2.2,1.3,1.0,.414,.313,.731,4.2,.078,1998,https://www.basketball-reference.com//players/m/marshdo01.html,https://www.basketball-reference.com/req/202106291/images/players/marshdo01.jpg
140,4T,Nick Anderson,30,ORL,6.0,6.0,116,0.052,58,29.3,15.3,5.1,2.1,1.2,0.4,.455,.360,.638,5.3,.149,1998,https://www.basketball-reference.com//players/a/anderni01.html,https://www.basketball-reference.com/req/202106291/images/players/anderni01.jpg
141,4T,Michael Finley,24,DAL,6.0,6.0,116,0.052,82,41.4,21.5,5.3,4.9,1.6,0.4,.449,.357,.784,7.5,.106,1998,https://www.basketball-reference.com//players/f/finlemi01.html,https://www.basketball-reference.com/req/202106291/images/players/finlemi01.jpg
142,6,Theo Ratliff,24,TOT,5.0,5.0,116,0.043,82,29.8,9.9,6.7,0.7,0.6,3.1,.513,NO DATA,.701,6.7,.132,1998,https://www.basketball-reference.com//players/r/ratlith01.html,https://www.basketball-reference.com/req/202106291/images/players/ratlith01.jpg
143,7,Kobe Bryant,19,LAL,3.0,3.0,116,0.026,79,26.0,15.4,3.1,2.5,0.9,0.5,.428,.341,.794,6.3,.147,1998,https://www.basketball-reference.com//players/b/bryanko01.html,https://www.basketball-reference.com/req/202106291/images/players/bryanko01.jpg
144,8T,Vin Baker,26,SEA,2.0,2.0,116,0.017,82,35.9,19.2,8.0,1.9,1.1,1.0,.542,.143,.591,10.4,.169,1998,https://www.basketball-reference.com//players/b/bakervi01.html,https://www.basketball-reference.com/req/202106291/images/players/bakervi01.jpg
145,8T,Lamond Murray,24,LAC,2.0,2.0,116,0.017,79,32.6,15.4,6.1,1.8,1.5,0.7,.481,.353,.748,4.9,.092,1998,https://www.basketball-reference.com//players/m/murrala01.html,https://www.basketball-reference.com/req/202106291/images/players/murrala01.jpg
146,8T,Bo Outlaw,26,ORL,2.0,2.0,116,0.017,82,36.0,9.5,7.8,2.6,1.3,2.2,.554,.250,.575,7.6,.124,1998,https://www.basketball-reference.com//players/o/outlabo01.html,https://www.basketball-reference.com/req/202106291/images/players/outlabo01.jpg
147,8T,Antoine Walker,21,BOS,2.0,2.0,116,0.017,82,39.9,22.4,10.2,3.3,1.7,0.7,.423,.312,.645,4.7,.070,1998,https://www.basketball-reference.com//players/w/walkean02.html,https://www.basketball-reference.com/req/202106291/images/players/walkean02.jpg
148,8T,John Wallace,23,TOR,2.0,2.0,116,0.017,82,28.8,14.0,4.5,1.3,0.8,1.2,.478,.500,.717,1.5,.031,1998,https://www.basketball-reference.com//players/w/wallajo01.html,https://www.basketball-reference.com/req/202106291/images/players/wallajo01.jpg
149,13T,Matt Geiger,28,CHH,1.0,1.0,116,0.009,78,23.6,11.3,6.7,1.0,0.9,1.1,.505,.091,.712,5.9,.154,1998,https://www.basketball-reference.com//players/g/geigema01.html,https://www.basketball-reference.com/req/202106291/images/players/geigema01.jpg
150,13T,Karl Malone,34,UTA,1.0,1.0,116,0.009,81,37.4,27.0,10.3,3.9,1.2,0.9,.530,.333,.761,16.4,.259,1998,https://www.basketball-reference.com//players/m/malonka01.html,https://www.basketball-reference.com/req/202106291/images/players/malonka01.jpg
151,13T,Jalen Rose,25,IND,1.0,1.0,116,0.009,82,20.8,9.4,2.4,1.9,0.7,0.2,.478,.342,.728,3.3,.092,1998,https://www.basketball-reference.com//players/r/roseja01.html,https://www.basketball-reference.com/req/202106291/images/players/roseja01.jpg
152,13T,Rod Strickland,31,WAS,1.0,1.0,116,0.009,76,39.7,17.8,5.3,10.5,1.7,0.3,.434,.250,.726,8.1,.129,1998,https://www.basketball-reference.com//players/s/stricro02.html,https://www.basketball-reference.com/req/202106291/images/players/stricro02.jpg
153,1,Darrell Armstrong,30,ORL,54.0,54.0,118,0.458,50,30.0,13.8,3.6,6.7,2.2,0.1,.441,.365,.904,6.4,.205,1999,https://www.basketball-reference.com//players/a/armstda01.html,https://www.basketball-reference.com/req/202106291/images/players/armstda01.jpg
154,2,Eric Snow,25,PHI,15.0,15.0,118,0.127,48,35.8,8.6,3.4,6.3,2.1,0.0,.428,.238,.733,3.8,.105,1999,https://www.basketball-reference.com//players/s/snower01.html,https://www.basketball-reference.com/req/202106291/images/players/snower01.jpg
155,3,Gary Trent,24,DAL,14.0,14.0,118,0.119,45,30.3,16.0,7.8,1.7,0.6,0.5,.477,.000,.617,4.0,.140,1999,https://www.basketball-reference.com//players/t/trentga01.html,https://www.basketball-reference.com/req/202106291/images/players/trentga01.jpg
156,4,Joe Smith,23,MIN,8.0,8.0,118,0.068,43,33.0,13.7,8.2,1.6,0.7,1.5,.427,.000,.755,3.7,.126,1999,https://www.basketball-reference.com//players/s/smithjo02.html,https://www.basketball-reference.com/req/202106291/images/players/smithjo02.jpg
157,5,Danny Fortson,22,DEN,7.0,7.0,118,0.059,50,28.3,11.0,11.6,0.6,0.6,0.4,.495,.000,.727,4.4,.148,1999,https://www.basketball-reference.com//players/f/fortsda01.html,https://www.basketball-reference.com/req/202106291/images/players/fortsda01.jpg
158,6,Theo Ratliff,25,PHI,4.0,4.0,118,0.034,50,32.5,11.2,8.1,0.6,0.9,3.0,.470,NO DATA,.725,5.4,.159,1999,https://www.basketball-reference.com//players/r/ratlith01.html,https://www.basketball-reference.com/req/202106291/images/players/ratlith01.jpg
159,7,Maurice Taylor,22,LAC,3.0,3.0,118,0.025,46,32.7,16.8,5.3,1.5,0.3,0.6,.461,.167,.728,0.7,.024,1999,https://www.basketball-reference.com//players/t/tayloma01.html,https://www.basketball-reference.com/req/202106291/images/players/tayloma01.jpg
160,8T,Brian Grant,26,POR,2.0,2.0,118,0.017,48,31.8,11.5,9.8,1.4,0.4,0.7,.479,NO DATA,.814,5.9,.185,1999,https://www.basketball-reference.com//players/g/grantbr01.html,https://www.basketball-reference.com/req/202106291/images/players/grantbr01.jpg
161,8T,Tracy McGrady,19,TOR,2.0,2.0,118,0.017,49,22.6,9.3,5.7,2.3,1.1,1.3,.436,.229,.726,3.3,.143,1999,https://www.basketball-reference.com//players/m/mcgratr01.html,https://www.basketball-reference.com/req/202106291/images/players/mcgratr01.jpg
162,10T,Dee Brown,30,TOR,1.0,1.0,118,0.008,49,28.1,11.2,2.1,2.9,1.1,0.2,.378,.387,.727,2.5,.086,1999,https://www.basketball-reference.com//players/b/brownde01.html,https://www.basketball-reference.com/req/202106291/images/players/brownde01.jpg
163,10T,Randy Brown,30,CHI,1.0,1.0,118,0.008,39,29.2,8.8,3.4,3.8,1.7,0.2,.414,.000,.757,1.0,.041,1999,https://www.basketball-reference.com//players/b/brownra02.html,https://www.basketball-reference.com/req/202106291/images/players/brownra02.jpg
164,10T,Othella Harrington,25,HOU,1.0,1.0,118,0.008,41,22.0,9.8,6.0,0.4,0.1,0.6,.513,NO DATA,.721,2.2,.115,1999,https://www.basketball-reference.com//players/h/harriot01.html,https://www.basketball-reference.com/req/202106291/images/players/harriot01.jpg
165,10T,Antonio McDyess,24,DEN,1.0,1.0,118,0.008,50,38.7,21.2,10.7,1.6,1.5,2.3,.471,.111,.680,4.2,.105,1999,https://www.basketball-reference.com//players/m/mcdyean01.html,https://www.basketball-reference.com/req/202106291/images/players/mcdyean01.jpg
166,10T,Greg Ostertag,25,UTA,1.0,1.0,118,0.008,48,27.9,5.7,7.3,0.5,0.3,2.7,.476,NO DATA,.620,3.8,.136,1999,https://www.basketball-reference.com//players/o/ostergr01.html,https://www.basketball-reference.com/req/202106291/images/players/ostergr01.jpg
167,10T,Clifford Robinson,32,PHO,1.0,1.0,118,0.008,50,34.8,16.4,4.5,2.6,1.5,1.2,.475,.417,.697,5.3,.146,1999,https://www.basketball-reference.com//players/r/robincl02.html,https://www.basketball-reference.com/req/202106291/images/players/robincl02.jpg
168,10T,Bryon Russell,28,UTA,1.0,1.0,118,0.008,50,35.4,12.4,5.3,1.5,1.5,0.3,.464,.354,.795,5.6,.151,1999,https://www.basketball-reference.com//players/r/russebr01.html,https://www.basketball-reference.com/req/202106291/images/players/russebr01.jpg
169,10T,Latrell Sprewell,28,NYK,1.0,1.0,118,0.008,37,33.3,16.4,4.2,2.5,1.2,0.1,.415,.273,.812,3.0,.117,1999,https://www.basketball-reference.com//players/s/sprewla01.html,https://www.basketball-reference.com/req/202106291/images/players/sprewla01.jpg
170,10T,Haywoode Workman,33,MIL,1.0,1.0,118,0.008,29,28.1,6.9,3.5,5.9,1.1,0.0,.429,.362,.787,1.6,.091,1999,https://www.basketball-reference.com//players/w/workmha01.html,https://www.basketball-reference.com/req/202106291/images/players/workmha01.jpg
171,1,Jalen Rose,27,IND,32.0,32.0,121,0.264,80,37.2,18.2,4.8,4.0,1.1,0.6,.471,.393,.827,7.3,.118,2000,https://www.basketball-reference.com//players/r/roseja01.html,https://www.basketball-reference.com/req/202106291/images/players/roseja01.jpg
172,2,Dirk Nowitzki,21,DAL,25.0,25.0,121,0.207,82,35.8,17.5,6.5,2.5,0.8,0.8,.461,.379,.830,8.1,.132,2000,https://www.basketball-reference.com//players/n/nowitdi01.html,https://www.basketball-reference.com/req/202106291/images/players/nowitdi01.jpg
173,3,Jerry Stackhouse,25,DET,19.0,19.0,121,0.157,82,38.4,23.6,3.8,4.5,1.3,0.4,.428,.288,.815,7.3,.111,2000,https://www.basketball-reference.com//players/s/stackje01.html,https://www.basketball-reference.com/req/202106291/images/players/stackje01.jpg
174,4,Austin Croshere,24,IND,17.0,17.0,121,0.140,81,23.3,10.3,6.4,1.1,0.5,0.7,.441,.362,.848,5.4,.138,2000,https://www.basketball-reference.com//players/c/croshau01.html,https://www.basketball-reference.com/req/202106291/images/players/croshau01.jpg
175,5,Tracy McGrady,20,TOR,7.0,7.0,121,0.058,79,31.2,15.4,6.3,3.3,1.1,1.9,.451,.277,.707,6.6,.129,2000,https://www.basketball-reference.com//players/m/mcgratr01.html,https://www.basketball-reference.com/req/202106291/images/players/mcgratr01.jpg
176,6T,John Amaechi,29,ORL,4.0,4.0,121,0.033,80,21.1,10.5,3.3,1.2,0.4,0.5,.437,.167,.766,2.4,.067,2000,https://www.basketball-reference.com//players/a/amaecjo01.html,https://www.basketball-reference.com/req/202106291/images/players/amaecjo01.jpg
177,6T,Ruben Patterson,24,SEA,4.0,4.0,121,0.033,81,25.9,11.6,5.4,1.6,1.2,0.5,.536,.444,.692,6.7,.153,2000,https://www.basketball-reference.com//players/p/patteru01.html,https://www.basketball-reference.com/req/202106291/images/players/patteru01.jpg
178,8T,Michael Dickerson,24,VAN,3.0,3.0,121,0.025,82,37.8,18.2,3.4,2.5,1.4,0.5,.436,.409,.830,5.5,.085,2000,https://www.basketball-reference.com//players/d/dickemi01.html,https://www.basketball-reference.com/req/202106291/images/players/dickemi01.jpg
179,8T,Rodney Rogers,28,PHO,3.0,3.0,121,0.025,82,27.9,13.8,5.5,2.1,1.1,0.6,.486,.439,.639,7.4,.154,2000,https://www.basketball-reference.com//players/r/rogerro01.html,https://www.basketball-reference.com/req/202106291/images/players/rogerro01.jpg
180,10,Shaquille O'Neal,27,LAL,2.0,2.0,121,0.017,79,40.0,29.7,13.6,3.8,0.5,3.0,.574,.000,.524,18.6,.283,2000,https://www.basketball-reference.com//players/o/onealsh01.html,https://www.basketball-reference.com/req/202106291/images/players/onealsh01.jpg
181,11T,Kobe Bryant,21,LAL,1.0,1.0,121,0.008,66,38.2,22.5,6.3,4.9,1.6,0.9,.468,.319,.821,10.6,.202,2000,https://www.basketball-reference.com//players/b/bryanko01.html,https://www.basketball-reference.com/req/202106291/images/players/bryanko01.jpg
182,11T,Derrick Coleman,32,CHH,1.0,1.0,121,0.008,74,31.7,16.7,8.5,2.4,0.5,1.8,.456,.362,.785,6.5,.133,2000,https://www.basketball-reference.com//players/c/colemde01.html,https://www.basketball-reference.com/req/202106291/images/players/colemde01.jpg
