,rank,player,age,team_id,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48,year,player_url,player_img
0,1,Sidney Moncrief,25,MIL,14.0,14.0,75,0.187,76,35.7,22.5,5.8,3.9,1.5,0.3,.524,.100,.826,13.2,.233,1983,https://www.basketball-reference.com//players/m/moncrsi01.html,https://www.basketball-reference.com/req/202106291/images/players/moncrsi01.jpg
1,2,Tree Rollins,27,ATL,10.0,10.0,75,0.133,80,30.9,7.8,9.3,0.9,0.6,4.3,.510,.000,.726,7.3,.142,1983,https://www.basketball-reference.com//players/r/rollitr01.html,https://www.basketball-reference.com/req/202106291/images/players/rollitr01.jpg
2,3T,Larry Bird,26,BOS,6.0,6.0,75,0.080,79,37.7,23.6,11.0,5.8,1.9,0.9,.504,.286,.840,14.0,.225,1983,https://www.basketball-reference.com//players/b/birdla01.html,https://www.basketball-reference.com/req/202106291/images/players/birdla01.jpg
3,3T,Maurice Cheeks,26,PHI,6.0,6.0,75,0.080,79,31.2,12.5,2.6,6.9,2.3,0.4,.542,.167,.754,9.4,.183,1983,https://www.basketball-reference.com//players/c/cheekma01.html,https://www.basketball-reference.com/req/202106291/images/players/cheekma01.jpg
4,3T,Michael Cooper,26,LAL,6.0,6.0,75,0.080,82,26.2,7.8,3.3,3.8,1.4,0.6,.535,.238,.785,5.2,.116,1983,https://www.basketball-reference.com//players/c/coopemi01.html,https://www.basketball-reference.com/req/202106291/images/players/coopemi01.jpg
5,3T,Bobby Jones,31,PHI,6.0,6.0,75,0.080,74,23.6,9.0,4.6,1.9,1.1,1.2,.543,.000,.793,6.4,.175,1983,https://www.basketball-reference.com//players/j/jonesbo01.html,https://www.basketball-reference.com/req/202106291/images/players/jonesbo01.jpg
6,1,Sidney Moncrief,26,MIL,19.0,19.0,76,0.250,79,38.9,20.9,6.7,4.5,1.4,0.3,.498,.278,.848,12.7,.198,1984,https://www.basketball-reference.com//players/m/moncrsi01.html,https://www.basketball-reference.com/req/202106291/images/players/moncrsi01.jpg
7,2,Mark Eaton,27,UTA,14.0,14.0,76,0.184,82,26.1,5.6,7.3,1.4,0.3,4.3,.466,.000,.593,3.7,.084,1984,https://www.basketball-reference.com//players/e/eatonma01.html,https://www.basketball-reference.com/req/202106291/images/players/eatonma01.jpg
8,3,Dennis Johnson,29,BOS,7.0,7.0,76,0.092,80,33.3,13.2,3.5,4.2,1.2,0.7,.437,.125,.852,5.7,.102,1984,https://www.basketball-reference.com//players/j/johnsde01.html,https://www.basketball-reference.com/req/202106291/images/players/johnsde01.jpg
9,4T,Maurice Cheeks,27,PHI,5.0,5.0,76,0.066,75,33.3,12.7,2.7,6.4,2.3,0.3,.550,.400,.733,7.3,.141,1984,https://www.basketball-reference.com//players/c/cheekma01.html,https://www.basketball-reference.com/req/202106291/images/players/cheekma01.jpg
10,4T,Michael Cooper,27,LAL,5.0,5.0,76,0.066,82,29.1,9.0,3.2,5.9,1.4,0.8,.497,.314,.838,6.5,.130,1984,https://www.basketball-reference.com//players/c/coopemi01.html,https://www.basketball-reference.com/req/202106291/images/players/coopemi01.jpg
11,4T,Bobby Jones,32,PHI,5.0,5.0,76,0.066,75,23.5,8.3,4.3,2.5,1.4,1.4,.523,.000,.784,6.0,.163,1984,https://www.basketball-reference.com//players/j/jonesbo01.html,https://www.basketball-reference.com/req/202106291/images/players/jonesbo01.jpg
12,7,T.R. Dunn,28,DEN,4.0,4.0,76,0.053,80,33.8,5.7,7.2,2.9,2.2,0.4,.470,.000,.731,4.1,.073,1984,https://www.basketball-reference.com//players/d/dunntr01.html,https://www.basketball-reference.com/req/202106291/images/players/dunntr01.jpg
13,8,Rickey Green,29,UTA,3.0,3.0,76,0.039,81,34.2,13.2,2.8,9.2,2.7,0.2,.486,.118,.821,7.9,.138,1984,https://www.basketball-reference.com//players/g/greenri01.html,https://www.basketball-reference.com/req/202106291/images/players/greenri01.jpg
14,9T,Larry Nance,24,PHO,2.0,2.0,76,0.026,82,35.4,17.7,8.3,2.6,1.0,2.1,.576,.000,.707,9.8,.163,1984,https://www.basketball-reference.com//players/n/nancela01.html,https://www.basketball-reference.com/req/202106291/images/players/nancela01.jpg
15,9T,Calvin Natt,27,POR,2.0,2.0,76,0.026,79,33.4,16.2,6.0,2.3,0.9,0.3,.583,.118,.797,8.4,.154,1984,https://www.basketball-reference.com//players/n/nattca01.html,https://www.basketball-reference.com/req/202106291/images/players/nattca01.jpg
16,9T,Rory Sparrow,25,NYK,2.0,2.0,76,0.026,79,30.8,10.4,2.4,6.8,1.3,0.1,.474,.256,.824,4.2,.083,1984,https://www.basketball-reference.com//players/s/sparrro01.html,https://www.basketball-reference.com/req/202106291/images/players/sparrro01.jpg
17,12T,Larry Bird,27,BOS,1.0,1.0,76,0.013,79,38.3,24.2,10.1,6.6,1.8,0.9,.492,.247,.888,13.6,.215,1984,https://www.basketball-reference.com//players/b/birdla01.html,https://www.basketball-reference.com/req/202106291/images/players/birdla01.jpg
18,12T,Magic Johnson,24,LAL,1.0,1.0,76,0.013,67,38.3,17.6,7.3,13.1,2.2,0.7,.565,.207,.810,10.2,.191,1984,https://www.basketball-reference.com//players/j/johnsma02.html,https://www.basketball-reference.com/req/202106291/images/players/johnsma02.jpg
19,12T,Bill Laimbeer,26,DET,1.0,1.0,76,0.013,82,34.9,17.3,12.2,1.8,0.6,1.0,.530,.000,.866,10.8,.181,1984,https://www.basketball-reference.com//players/l/laimbbi01.html,https://www.basketball-reference.com/req/202106291/images/players/laimbbi01.jpg
20,12T,Moses Malone,28,PHI,1.0,1.0,76,0.013,71,36.8,22.7,13.4,1.4,1.0,1.5,.483,.000,.750,9.5,.175,1984,https://www.basketball-reference.com//players/m/malonmo01.html,https://www.basketball-reference.com/req/202106291/images/players/malonmo01.jpg
21,12T,Tree Rollins,28,ATL,1.0,1.0,76,0.013,77,30.5,8.6,7.7,0.8,0.5,3.6,.518,NO DATA,.621,5.5,.113,1984,https://www.basketball-reference.com//players/r/rollitr01.html,https://www.basketball-reference.com/req/202106291/images/players/rollitr01.jpg
22,12T,Lonnie Shelton,28,CLE,1.0,1.0,76,0.013,79,26.6,10.8,4.8,2.3,1.0,0.7,.476,.200,.764,2.1,.048,1984,https://www.basketball-reference.com//players/s/sheltlo01.html,https://www.basketball-reference.com/req/202106291/images/players/sheltlo01.jpg
23,12T,Mychal Thompson,29,POR,1.0,1.0,76,0.013,79,33.5,15.7,8.7,3.9,1.1,1.4,.524,.000,.667,6.9,.125,1984,https://www.basketball-reference.com//players/t/thompmy01.html,https://www.basketball-reference.com/req/202106291/images/players/thompmy01.jpg
24,12T,Jamaal Wilkes,30,LAL,1.0,1.0,76,0.013,75,33.4,17.3,4.5,2.9,1.0,0.5,.514,.250,.743,6.0,.115,1984,https://www.basketball-reference.com//players/w/wilkeja01.html,https://www.basketball-reference.com/req/202106291/images/players/wilkeja01.jpg
25,1,Mark Eaton,28,UTA,32.0,32.0,78,0.410,82,34.3,9.7,11.3,1.5,0.4,5.6,.449,NO DATA,.712,5.4,.093,1985,https://www.basketball-reference.com//players/e/eatonma01.html,https://www.basketball-reference.com/req/202106291/images/players/eatonma01.jpg
26,2,Sidney Moncrief,27,MIL,13.0,13.0,78,0.167,73,37.5,21.7,5.4,5.2,1.6,0.5,.483,.273,.828,11.2,.197,1985,https://www.basketball-reference.com//players/m/moncrsi01.html,https://www.basketball-reference.com/req/202106291/images/players/moncrsi01.jpg
27,3,Paul Pressey,26,MIL,10.0,10.0,78,0.128,80,36.0,16.1,5.4,6.8,1.6,0.7,.517,.350,.758,9.6,.160,1985,https://www.basketball-reference.com//players/p/presspa01.html,https://www.basketball-reference.com/req/202106291/images/players/presspa01.jpg
28,4,Michael Cooper,28,LAL,9.0,9.0,78,0.115,82,26.7,8.6,3.1,5.2,1.1,0.6,.465,.285,.865,4.6,.102,1985,https://www.basketball-reference.com//players/c/coopemi01.html,https://www.basketball-reference.com/req/202106291/images/players/coopemi01.jpg
29,5,Maurice Cheeks,28,PHI,5.0,5.0,78,0.064,78,33.5,13.1,2.8,6.4,2.2,0.3,.570,.231,.879,9.0,.165,1985,https://www.basketball-reference.com//players/c/cheekma01.html,https://www.basketball-reference.com/req/202106291/images/players/cheekma01.jpg
30,6,Dennis Johnson,30,BOS,3.0,3.0,78,0.038,80,37.2,15.7,4.0,6.8,1.2,0.5,.462,.269,.853,6.4,.103,1985,https://www.basketball-reference.com//players/j/johnsde01.html,https://www.basketball-reference.com/req/202106291/images/players/johnsde01.jpg
31,7T,T.R. Dunn,29,DEN,2.0,2.0,78,0.026,81,28.3,5.4,4.8,1.9,1.7,0.2,.489,.000,.724,4.4,.092,1985,https://www.basketball-reference.com//players/d/dunntr01.html,https://www.basketball-reference.com/req/202106291/images/players/dunntr01.jpg
32,7T,Micheal Ray Richardson,29,NJN,2.0,2.0,78,0.026,82,38.1,20.1,5.6,8.2,3.0,0.3,.469,.252,.767,8.7,.134,1985,https://www.basketball-reference.com//players/r/richami01.html,https://www.basketball-reference.com/req/202106291/images/players/richami01.jpg
33,7T,Danny Vranes,26,SEA,2.0,2.0,78,0.026,76,28.5,5.8,5.7,2.0,1.0,0.8,.463,.250,.528,1.8,.039,1985,https://www.basketball-reference.com//players/v/vraneda01.html,https://www.basketball-reference.com/req/202106291/images/players/vraneda01.jpg
34,1,Alvin Robertson,23,SAS,27.0,27.0,78,0.346,82,35.1,17.0,6.3,5.5,3.7,0.5,.514,.276,.795,8.6,.143,1986,https://www.basketball-reference.com//players/r/roberal01.html,https://www.basketball-reference.com/req/202106291/images/players/roberal01.jpg
35,2,Manute Bol,23,WSB,22.0,22.0,78,0.282,80,26.1,3.7,6.0,0.3,0.4,5.0,.460,.000,.488,3.9,.089,1986,https://www.basketball-reference.com//players/b/bolma01.html,https://www.basketball-reference.com/req/202106291/images/players/bolma01.jpg
36,3,Sidney Moncrief,28,MIL,8.0,8.0,78,0.103,73,35.2,20.2,4.6,4.9,1.4,0.2,.489,.320,.859,11.7,.219,1986,https://www.basketball-reference.com//players/m/moncrsi01.html,https://www.basketball-reference.com/req/202106291/images/players/moncrsi01.jpg
37,1,Michael Cooper,30,LAL,25.0,25.0,78,0.321,82,27.5,10.5,3.1,4.5,1.0,0.5,.438,.385,.851,6.1,.131,1987,https://www.basketball-reference.com//players/c/coopemi01.html,https://www.basketball-reference.com/req/202106291/images/players/coopemi01.jpg
38,2,Alvin Robertson,24,SAS,16.0,16.0,78,0.205,81,33.3,17.7,5.2,5.2,3.2,0.4,.466,.271,.753,5.3,.094,1987,https://www.basketball-reference.com//players/r/roberal01.html,https://www.basketball-reference.com/req/202106291/images/players/roberal01.jpg
39,3,Mark Eaton,30,UTA,10.0,10.0,78,0.128,79,31.7,7.7,8.8,1.3,0.5,4.1,.400,NO DATA,.657,3.6,.068,1987,https://www.basketball-reference.com//players/e/eatonma01.html,https://www.basketball-reference.com/req/202106291/images/players/eatonma01.jpg
40,4,Manute Bol,24,WSB,8.0,8.0,78,0.103,82,18.9,3.1,4.4,0.1,0.2,3.7,.446,.000,.672,2.4,.074,1987,https://www.basketball-reference.com//players/b/bolma01.html,https://www.basketball-reference.com/req/202106291/images/players/bolma01.jpg
41,5,Kevin McHale,29,BOS,5.0,5.0,78,0.064,77,39.7,26.1,9.9,2.6,0.5,2.2,.604,.000,.836,14.8,.232,1987,https://www.basketball-reference.com//players/m/mchalke01.html,https://www.basketball-reference.com/req/202106291/images/players/mchalke01.jpg
42,6,Maurice Cheeks,30,PHI,4.0,4.0,78,0.051,68,38.6,15.6,3.2,7.9,2.6,0.2,.527,.235,.777,7.9,.145,1987,https://www.basketball-reference.com//players/c/cheekma01.html,https://www.basketball-reference.com/req/202106291/images/players/cheekma01.jpg
43,7,Dennis Johnson,32,BOS,3.0,3.0,78,0.038,79,37.1,13.4,3.3,7.5,1.1,0.5,.444,.113,.833,5.2,.085,1987,https://www.basketball-reference.com//players/j/johnsde01.html,https://www.basketball-reference.com/req/202106291/images/players/johnsde01.jpg
44,8T,T.R. Dunn,31,DEN,1.0,1.0,78,0.013,81,23.9,3.4,3.3,1.8,1.2,0.3,.428,.000,.655,2.4,.060,1987,https://www.basketball-reference.com//players/d/dunntr01.html,https://www.basketball-reference.com/req/202106291/images/players/dunntr01.jpg
45,8T,Bill Hanzlik,29,DEN,1.0,1.0,78,0.013,73,27.3,13.0,3.5,3.8,1.2,0.4,.412,.275,.786,3.5,.085,1987,https://www.basketball-reference.com//players/h/hanzlbi01.html,https://www.basketball-reference.com/req/202106291/images/players/hanzlbi01.jpg
46,8T,Derek Harper,25,DAL,1.0,1.0,78,0.013,77,33.2,16.0,2.6,7.9,2.2,0.3,.501,.358,.684,9.4,.177,1987,https://www.basketball-reference.com//players/h/harpede01.html,https://www.basketball-reference.com/req/202106291/images/players/harpede01.jpg
47,8T,Michael Jordan,23,CHI,1.0,1.0,78,0.013,82,40.0,37.1,5.2,4.6,2.9,1.5,.482,.182,.857,16.9,.247,1987,https://www.basketball-reference.com//players/j/jordami01.html,https://www.basketball-reference.com/req/202106291/images/players/jordami01.jpg
48,8T,Fat Lever,26,DEN,1.0,1.0,78,0.013,82,37.2,18.9,8.9,8.0,2.5,0.4,.469,.239,.782,9.7,.153,1987,https://www.basketball-reference.com//players/l/leverfa01.html,https://www.basketball-reference.com/req/202106291/images/players/leverfa01.jpg
49,8T,Paul Pressey,28,MIL,1.0,1.0,78,0.013,61,33.7,13.9,4.9,7.2,1.8,0.8,.477,.291,.738,5.5,.129,1987,https://www.basketball-reference.com//players/p/presspa01.html,https://www.basketball-reference.com/req/202106291/images/players/presspa01.jpg
50,8T,Doc Rivers,25,ATL,1.0,1.0,78,0.013,82,31.6,12.8,3.6,10.0,2.1,0.4,.451,.190,.828,10.3,.191,1987,https://www.basketball-reference.com//players/r/riverdo01.html,https://www.basketball-reference.com/req/202106291/images/players/riverdo01.jpg
51,1,Michael Jordan,24,CHI,37.0,37.0,80,0.463,82,40.4,35.0,5.5,5.9,3.2,1.6,.535,.132,.841,21.2,.308,1988,https://www.basketball-reference.com//players/j/jordami01.html,https://www.basketball-reference.com/req/202106291/images/players/jordami01.jpg
52,2,Mark Eaton,31,UTA,9.0,9.0,80,0.113,82,33.3,7.0,8.7,0.7,0.5,3.7,.418,NO DATA,.623,4.1,.072,1988,https://www.basketball-reference.com//players/e/eatonma01.html,https://www.basketball-reference.com/req/202106291/images/players/eatonma01.jpg
53,3,Hakeem Olajuwon,25,HOU,7.0,7.0,80,0.088,79,35.8,22.8,12.1,2.1,2.1,2.7,.514,.000,.695,10.7,.182,1988,https://www.basketball-reference.com//players/o/olajuha01.html,https://www.basketball-reference.com/req/202106291/images/players/olajuha01.jpg
54,4,Alvin Robertson,25,SAS,6.0,6.0,80,0.075,82,36.3,19.6,6.1,6.8,3.0,0.8,.465,.284,.748,5.8,.094,1988,https://www.basketball-reference.com//players/r/roberal01.html,https://www.basketball-reference.com/req/202106291/images/players/roberal01.jpg
55,5T,Michael Cooper,31,LAL,4.0,4.0,80,0.050,61,29.4,8.7,3.7,4.7,1.1,0.4,.392,.320,.858,3.1,.082,1988,https://www.basketball-reference.com//players/c/coopemi01.html,https://www.basketball-reference.com/req/202106291/images/players/coopemi01.jpg
56,5T,Patrick Ewing,25,NYK,4.0,4.0,80,0.050,82,31.0,20.2,8.2,1.5,1.3,3.0,.555,.000,.716,8.1,.154,1988,https://www.basketball-reference.com//players/e/ewingpa01.html,https://www.basketball-reference.com/req/202106291/images/players/ewingpa01.jpg
57,5T,Fat Lever,27,DEN,4.0,4.0,80,0.050,82,37.3,18.9,8.1,7.8,2.7,0.3,.473,.211,.785,10.4,.163,1988,https://www.basketball-reference.com//players/l/leverfa01.html,https://www.basketball-reference.com/req/202106291/images/players/leverfa01.jpg
58,8T,Manute Bol,25,WSB,1.0,1.0,80,0.013,77,14.8,2.3,3.6,0.2,0.1,2.7,.455,.000,.531,2.0,.085,1988,https://www.basketball-reference.com//players/b/bolma01.html,https://www.basketball-reference.com/req/202106291/images/players/bolma01.jpg
59,8T,Maurice Cheeks,31,PHI,1.0,1.0,80,0.013,79,36.3,13.7,3.2,8.0,2.1,0.3,.495,.136,.825,8.3,.138,1988,https://www.basketball-reference.com//players/c/cheekma01.html,https://www.basketball-reference.com/req/202106291/images/players/cheekma01.jpg
60,8T,Clyde Drexler,25,POR,1.0,1.0,80,0.013,81,37.8,27.0,6.6,5.8,2.5,0.6,.506,.212,.811,13.2,.207,1988,https://www.basketball-reference.com//players/d/drexlcl01.html,https://www.basketball-reference.com/req/202106291/images/players/drexlcl01.jpg
61,8T,Bob Hansen,27,UTA,1.0,1.0,80,0.013,81,22.2,9.6,2.3,2.2,0.8,0.1,.517,.330,.743,4.4,.118,1988,https://www.basketball-reference.com//players/h/hansebo01.html,https://www.basketball-reference.com/req/202106291/images/players/hansebo01.jpg
62,8T,Nate McMillan,23,SEA,1.0,1.0,80,0.013,82,29.9,7.6,4.1,8.6,2.1,0.6,.474,.375,.707,6.5,.127,1988,https://www.basketball-reference.com//players/m/mcmilna01.html,https://www.basketball-reference.com/req/202106291/images/players/mcmilna01.jpg
63,8T,Sam Perkins,26,DAL,1.0,1.0,80,0.013,75,33.3,14.2,8.0,1.6,1.0,0.7,.450,.167,.822,6.7,.128,1988,https://www.basketball-reference.com//players/p/perkisa01.html,https://www.basketball-reference.com/req/202106291/images/players/perkisa01.jpg
64,8T,Paul Pressey,29,MIL,1.0,1.0,80,0.013,75,33.1,13.1,5.0,7.0,1.5,0.5,.491,.205,.798,7.1,.136,1988,https://www.basketball-reference.com//players/p/presspa01.html,https://www.basketball-reference.com/req/202106291/images/players/presspa01.jpg
65,8T,Dennis Rodman,26,DET,1.0,1.0,80,0.013,82,26.2,11.6,8.7,1.3,0.9,0.5,.561,.294,.535,6.8,.153,1988,https://www.basketball-reference.com//players/r/rodmade01.html,https://www.basketball-reference.com/req/202106291/images/players/rodmade01.jpg
66,8T,John Stockton,25,UTA,1.0,1.0,80,0.013,82,34.7,14.7,2.9,13.8,3.0,0.2,.574,.358,.840,14.1,.238,1988,https://www.basketball-reference.com//players/s/stockjo01.html,https://www.basketball-reference.com/req/202106291/images/players/stockjo01.jpg
67,1,Mark Eaton,32,UTA,26.0,26.0,85,0.306,82,35.5,6.2,10.3,1.0,0.5,3.8,.462,NO DATA,.660,6.6,.108,1989,https://www.basketball-reference.com//players/e/eatonma01.html,https://www.basketball-reference.com/req/202106291/images/players/eatonma01.jpg
68,2,Hakeem Olajuwon,26,HOU,25.0,25.0,85,0.294,82,36.9,24.8,13.5,1.8,2.6,3.4,.508,.000,.696,12.4,.197,1989,https://www.basketball-reference.com//players/o/olajuha01.html,https://www.basketball-reference.com/req/202106291/images/players/olajuha01.jpg
69,3,Dennis Rodman,27,DET,23.0,23.0,85,0.271,82,26.9,9.0,9.4,1.2,0.7,0.9,.595,.231,.626,8.1,.175,1989,https://www.basketball-reference.com//players/r/rodmade01.html,https://www.basketball-reference.com/req/202106291/images/players/rodmade01.jpg
70,4,Manute Bol,26,GSW,4.0,4.0,85,0.047,80,22.1,3.9,5.8,0.3,0.1,4.3,.369,.220,.606,1.7,.046,1989,https://www.basketball-reference.com//players/b/bolma01.html,https://www.basketball-reference.com/req/202106291/images/players/bolma01.jpg
71,5,Michael Jordan,25,CHI,3.0,3.0,85,0.035,81,40.2,32.5,8.0,8.0,2.9,0.8,.538,.276,.850,19.8,.292,1989,https://www.basketball-reference.com//players/j/jordami01.html,https://www.basketball-reference.com/req/202106291/images/players/jordami01.jpg
72,6,Patrick Ewing,26,NYK,2.0,2.0,85,0.024,80,36.2,22.7,9.3,2.4,1.5,3.5,.567,.000,.746,10.9,.181,1989,https://www.basketball-reference.com//players/e/ewingpa01.html,https://www.basketball-reference.com/req/202106291/images/players/ewingpa01.jpg
73,7T,Fat Lever,28,DEN,1.0,1.0,85,0.012,71,38.7,19.8,9.3,7.9,2.7,0.3,.457,.348,.785,9.2,.161,1989,https://www.basketball-reference.com//players/l/leverfa01.html,https://www.basketball-reference.com/req/202106291/images/players/leverfa01.jpg
74,7T,Buck Williams,28,NJN,1.0,1.0,85,0.012,74,33.1,13.0,9.4,1.1,0.8,0.5,.531,.000,.666,5.2,.101,1989,https://www.basketball-reference.com//players/w/willibu01.html,https://www.basketball-reference.com/req/202106291/images/players/willibu01.jpg
75,1,Dennis Rodman,28,DET,49.0,49.0,92,0.533,82,29.0,8.8,9.7,0.9,0.6,0.7,.581,.111,.654,9.3,.189,1990,https://www.basketball-reference.com//players/r/rodmade01.html,https://www.basketball-reference.com/req/202106291/images/players/rodmade01.jpg
76,2,Hakeem Olajuwon,27,HOU,35.0,35.0,92,0.380,82,38.1,24.3,14.0,2.9,2.1,4.6,.501,.167,.713,11.2,.173,1990,https://www.basketball-reference.com//players/o/olajuha01.html,https://www.basketball-reference.com/req/202106291/images/players/olajuha01.jpg
77,3T,Joe Dumars,26,DET,2.0,2.0,92,0.022,75,34.4,17.8,2.8,4.9,0.8,0.0,.480,.400,.900,8.7,.162,1990,https://www.basketball-reference.com//players/d/dumarjo01.html,https://www.basketball-reference.com/req/202106291/images/players/dumarjo01.jpg
78,3T,Derek Harper,28,DAL,2.0,2.0,92,0.022,82,36.7,18.0,3.0,7.4,2.3,0.3,.488,.371,.794,9.9,.158,1990,https://www.basketball-reference.com//players/h/harpede01.html,https://www.basketball-reference.com/req/202106291/images/players/harpede01.jpg
79,5T,Mark Eaton,33,UTA,1.0,1.0,92,0.011,82,27.8,4.8,7.3,0.5,0.4,2.5,.527,NO DATA,.669,5.3,.112,1990,https://www.basketball-reference.com//players/e/eatonma01.html,https://www.basketball-reference.com/req/202106291/images/players/eatonma01.jpg
80,5T,Patrick Ewing,27,NYK,1.0,1.0,92,0.011,82,38.6,28.6,10.9,2.2,1.0,4.0,.551,.250,.775,13.5,.205,1990,https://www.basketball-reference.com//players/e/ewingpa01.html,https://www.basketball-reference.com/req/202106291/images/players/ewingpa01.jpg
81,5T,Michael Jordan,26,CHI,1.0,1.0,92,0.011,82,39.0,33.6,6.9,6.3,2.8,0.7,.526,.376,.848,19.0,.285,1990,https://www.basketball-reference.com//players/j/jordami01.html,https://www.basketball-reference.com/req/202106291/images/players/jordami01.jpg
82,5T,Alvin Robertson,27,MIL,1.0,1.0,92,0.011,81,32.1,14.2,6.9,5.5,2.6,0.2,.503,.154,.741,7.5,.138,1990,https://www.basketball-reference.com//players/r/roberal01.html,https://www.basketball-reference.com/req/202106291/images/players/roberal01.jpg
83,1,Dennis Rodman,29,DET,51.0,51.0,96,0.531,82,33.5,8.2,12.5,1.0,0.8,0.7,.493,.200,.631,8.7,.151,1991,https://www.basketball-reference.com//players/r/rodmade01.html,https://www.basketball-reference.com/req/202106291/images/players/rodmade01.jpg
84,2,David Robinson,25,SAS,18.0,18.0,96,0.188,82,37.7,25.6,13.0,2.5,1.5,3.9,.552,.143,.762,17.0,.264,1991,https://www.basketball-reference.com//players/r/robinda01.html,https://www.basketball-reference.com/req/202106291/images/players/robinda01.jpg
85,3,Alvin Robertson,28,MIL,15.0,15.0,96,0.156,81,32.1,13.6,5.7,5.5,3.0,0.2,.485,.365,.757,7.7,.142,1991,https://www.basketball-reference.com//players/r/roberal01.html,https://www.basketball-reference.com/req/202106291/images/players/roberal01.jpg
86,4,Joe Dumars,27,DET,3.0,3.0,96,0.031,80,38.1,20.4,2.3,5.5,1.1,0.1,.481,.311,.890,9.9,.155,1991,https://www.basketball-reference.com//players/d/dumarjo01.html,https://www.basketball-reference.com/req/202106291/images/players/dumarjo01.jpg
87,5T,Hakeem Olajuwon,28,HOU,2.0,2.0,96,0.021,56,36.8,21.2,13.8,2.3,2.2,3.9,.508,.000,.769,8.6,.201,1991,https://www.basketball-reference.com//players/o/olajuha01.html,https://www.basketball-reference.com/req/202106291/images/players/olajuha01.jpg
88,5T,Buck Williams,30,POR,2.0,2.0,96,0.021,80,32.3,11.7,9.4,1.2,0.6,0.6,.602,NO DATA,.705,8.5,.158,1991,https://www.basketball-reference.com//players/w/willibu01.html,https://www.basketball-reference.com/req/202106291/images/players/willibu01.jpg
89,7T,Patrick Ewing,28,NYK,1.0,1.0,96,0.010,81,38.3,26.6,11.2,3.0,1.0,3.2,.514,.000,.745,10.0,.155,1991,https://www.basketball-reference.com//players/e/ewingpa01.html,https://www.basketball-reference.com/req/202106291/images/players/ewingpa01.jpg
90,7T,Derek Harper,29,DAL,1.0,1.0,96,0.010,77,37.4,19.7,3.0,7.1,1.9,0.2,.467,.362,.731,7.6,.127,1991,https://www.basketball-reference.com//players/h/harpede01.html,https://www.basketball-reference.com/req/202106291/images/players/harpede01.jpg
91,7T,Michael Jordan,27,CHI,1.0,1.0,96,0.010,82,37.0,31.5,6.0,5.5,2.7,1.0,.539,.312,.851,20.3,.321,1991,https://www.basketball-reference.com//players/j/jordami01.html,https://www.basketball-reference.com/req/202106291/images/players/jordami01.jpg
92,7T,Scottie Pippen,25,CHI,1.0,1.0,96,0.010,82,36.8,17.8,7.3,6.2,2.4,1.1,.520,.309,.706,11.2,.179,1991,https://www.basketball-reference.com//players/p/pippesc01.html,https://www.basketball-reference.com/req/202106291/images/players/pippesc01.jpg
93,7T,John Stockton,28,UTA,1.0,1.0,96,0.010,82,37.8,17.2,2.9,14.2,2.9,0.2,.507,.345,.836,14.0,.217,1991,https://www.basketball-reference.com//players/s/stockjo01.html,https://www.basketball-reference.com/req/202106291/images/players/stockjo01.jpg
94,1,David Robinson,26,SAS,46.0,46.0,96,0.479,68,37.7,23.2,12.2,2.7,2.3,4.5,.551,.125,.701,13.9,.260,1992,https://www.basketball-reference.com//players/r/robinda01.html,https://www.basketball-reference.com/req/202106291/images/players/robinda01.jpg
95,2,Dennis Rodman,30,DET,39.0,39.0,96,0.406,82,40.3,9.8,18.7,2.3,0.8,0.9,.539,.317,.600,12.6,.183,1992,https://www.basketball-reference.com//players/r/rodmade01.html,https://www.basketball-reference.com/req/202106291/images/players/rodmade01.jpg
96,3T,Michael Jordan,28,CHI,3.0,3.0,96,0.031,80,38.8,30.1,6.4,6.1,2.3,0.9,.519,.270,.832,17.7,.274,1992,https://www.basketball-reference.com//players/j/jordami01.html,https://www.basketball-reference.com/req/202106291/images/players/jordami01.jpg
97,3T,Scottie Pippen,26,CHI,3.0,3.0,96,0.031,82,38.6,21.0,7.7,7.0,1.9,1.1,.506,.200,.760,12.7,.192,1992,https://www.basketball-reference.com//players/p/pippesc01.html,https://www.basketball-reference.com/req/202106291/images/players/pippesc01.jpg
98,5,Joe Dumars,28,DET,2.0,2.0,96,0.021,82,38.9,19.9,2.3,4.6,0.9,0.1,.448,.408,.867,8.2,.123,1992,https://www.basketball-reference.com//players/d/dumarjo01.html,https://www.basketball-reference.com/req/202106291/images/players/dumarjo01.jpg
99,6T,Karl Malone,28,UTA,1.0,1.0,96,0.010,81,37.7,28.0,11.2,3.0,1.3,0.6,.526,.176,.778,15.1,.237,1992,https://www.basketball-reference.com//players/m/malonka01.html,https://www.basketball-reference.com/req/202106291/images/players/malonka01.jpg
100,6T,Hakeem Olajuwon,29,HOU,1.0,1.0,96,0.010,70,37.7,21.6,12.1,2.2,1.8,4.3,.502,.000,.766,9.8,.178,1992,https://www.basketball-reference.com//players/o/olajuha01.html,https://www.basketball-reference.com/req/202106291/images/players/olajuha01.jpg
101,6T,Buck Williams,31,POR,1.0,1.0,96,0.010,80,31.5,11.3,8.8,1.4,0.8,0.5,.604,.000,.754,9.2,.175,1992,https://www.basketball-reference.com//players/w/willibu01.html,https://www.basketball-reference.com/req/202106291/images/players/willibu01.jpg
